更新时间,#genre#
CCTV-5+,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv5plus$订阅源
CCTV-5+,https://fmbox.cc/公众号玉玉软件库/tv/yc.php?id=cctv5p-2$订阅源
CCTV-5+,http://175.173.198.22:9001/udp/232.0.0.93:1234$订阅源|1920x1080
CCTV-5+,http://101.19.84.8:9901/tsfile/live/0016_1.m3u8$订阅源|1920x1080
CCTV-5+,http://113.57.109.48:1111/tsfile/live/1016_1.m3u8$订阅源
CCTV-5+,http://123.113.189.90:8001/rtp/239.3.1.130:8004$组播源|1920x1080
CCTV-5+,http://60.164.128.167:8029/rtp/239.255.30.184:8231$组播源|1920x1080
CCTV-5+,http://122.9.151.210:2498/rtp/238.255.2.185:5999$组播源
CCTV-5+,http://122.9.151.210:6209/rtp/238.255.2.185:5999$组播源
CCTV-5+,http://122.9.151.210:2669/rtp/238.255.2.185:5999$组播源
CCTV-5+,http://122.9.151.210:887/rtp/238.255.2.185:5999$组播源
CCTV-5+,http://122.9.151.210:8088/rtp/238.255.2.185:5999$组播源
CCTV-5+,http://122.9.151.210:2270/rtp/238.255.2.185:5999$贵州电信组播源
CCTV-5+,http://122.9.151.210:1583/rtp/238.255.2.185:5999$贵州电信组播源
CCTV-6,https://fmbox.cc/公众号玉玉软件库/tv/1905.php?id=1$订阅源
CCTV-6,http://221.222.162.206:8888/udp/239.3.1.174:8001$订阅源|1920x1080
CCTV-6,http://116.226.15.172:9999/udp/239.45.1.70:5140$订阅源|1920x1080
CCTV-6,http://61.157.139.15:9901/tsfile/live/2376_1.m3u8$订阅源
CCTV-6,http://123.113.187.204:8000/udp/239.3.1.174:8001$订阅源|1920x1080
CCTV-6,http://114.243.98.12:8888/udp/239.3.1.174:8001$订阅源|1920x1080
CCTV-6,http://58.53.152.101:9901/tsfile/live/0006_1.m3u8$订阅源|1920x1080
CCTV-6,http://58.48.37.158:1111/tsfile/live/0006_1.m3u8$订阅源
CCTV-6,http://59.173.183.242:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-6,http://120.224.178.16:9901/tsfile/live/0006_1.m3u8$订阅源
CCTV-6,http://123.113.189.90:8001/rtp/239.3.1.174:8001$组播源|1920x1080
CCTV-6,http://123.112.19.67:8012/rtp/239.3.1.174:8001$组播源
CCTV-6,http://60.164.128.167:8029/rtp/239.255.29.14:8231$组播源|1920x1080
CCTV-6,http://123.56.129.203:7637/rtp/225.1.8.90:8000$组播源
CCTV-6,http://122.9.151.210:2669/rtp/238.255.2.135:5999$组播源
CCTV-6,http://122.9.151.210:8088/rtp/238.255.2.135:5999$组播源
CCTV-6,http://122.9.151.210:6209/rtp/238.255.2.135:5999$组播源
CCTV-6,http://123.56.129.203:7637/rtp/225.1.8.84:8000$组播源
CCTV-7,http://218.89.240.144:59901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-7,http://223.241.247.214:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-7,http://175.173.198.22:9020/udp/232.0.0.136:1234$订阅源
CCTV-7,http://223.13.1.237:9901/tsfile/live/1021_1.m3u8$订阅源|1920x1080
CCTV-7,http://119.62.62.237:9901/tsfile/live/0007_1.m3u8$订阅源
CCTV-7,http://113.25.252.226:9901/tsfile/live/0007_1.m3u8$订阅源
CCTV-7,http://111.196.129.152:20000/udp/239.3.1.61:8104$订阅源
CCTV-7,http://223.166.234.149:7777/tsfile/live/0007_1.m3u8$订阅源
CCTV-7,http://116.9.204.242:9901/tsfile/live/0007_1.m3u8$订阅源
CCTV-7,http://123.52.110.15:9901/tsfile/live/0007_1.m3u8$订阅源
CCTV-7,http://123.113.189.90:8001/rtp/239.3.1.61:8104$组播源|1920x1080
CCTV-7,http://60.164.128.167:8029/rtp/239.255.30.178:8231$组播源|1920x1080
CCTV-7,http://123.112.19.67:8012/rtp/239.3.1.61:8104$组播源
CCTV-7,http://123.56.129.203:7637/rtp/225.1.8.7:8104$组播源
CCTV-7,http://123.56.129.203:7637/rtp/225.1.8.107:8024$组播源
CCTV-7,http://122.9.151.210:2669/rtp/238.255.2.12:5999$组播源
CCTV-7,http://122.9.151.210:6209/rtp/238.255.2.12:5999$组播源
CCTV-7,http://122.9.151.210:8088/rtp/238.255.2.12:5999$组播源
CCTV-8,http://61.136.67.238:50085/tsfile/live/0009_1.m3u8$订阅源
CCTV-8,http://171.118.232.109:9999/tsfile/live/0008_1.m3u8$订阅源
CCTV-8,http://175.173.198.22:9010/udp/232.0.0.173:1234$订阅源|1920x1080
CCTV-8,http://120.0.52.162:8086/tsfile/live/0008_1.m3u8$订阅源
CCTV-8,http://221.222.162.206:8888/udp/239.3.1.175:8001$订阅源|1920x1080
CCTV-8,http://114.243.98.12:8888/udp/239.3.1.175:8001$订阅源|1920x1080
CCTV-8,http://183.94.146.109:2222/tsfile/live/0008_1.m3u8$订阅源
CCTV-8,http://59.48.75.130:3052/tsfile/live/0009_1.m3u8$订阅源
CCTV-8,http://223.12.13.231:8082/udp/239.1.1.15:8015$订阅源
CCTV-8,http://1.198.177.91:9901/tsfile/live/0008_1.m3u8$订阅源
CCTV-8,http://123.112.19.67:8012/rtp/239.3.1.175:8001$组播源
CCTV-8,http://123.113.189.90:8001/rtp/239.3.1.175:8001$组播源|1920x1080
CCTV-8,http://60.164.128.167:8029/rtp/239.255.29.15:8231$组播源|1920x1080
CCTV-8,http://123.56.129.203:7637/rtp/225.1.8.91:8000$组播源
CCTV-8,http://122.9.151.210:6209/rtp/238.255.2.136:5999$组播源
CCTV-8,http://123.56.129.203:7637/rtp/225.1.8.85:8000$组播源
CCTV-8,http://122.9.151.210:8088/rtp/238.255.2.136:5999$组播源
CCTV-8,http://122.9.151.210:2669/rtp/238.255.2.136:5999$组播源
CCTV-9,http://124.227.113.113:9901/tsfile/live/0010_1.m3u8$订阅源
CCTV-9,http://106.118.70.14:9901/tsfile/live/0009_1.m3u8$订阅源
CCTV-9,http://114.254.87.41:2222/udp/239.3.1.62:8112$订阅源
CCTV-9,http://223.12.13.231:8082/udp/239.1.1.16:8016$订阅源
CCTV-9,http://58.53.152.61:9901/tsfile/live/0009_2.m3u8$订阅源|1920x1080
CCTV-9,http://112.102.217.173:9003//hls/22/index.m3u8$订阅源
CCTV-9,http://1.198.177.91:9901/tsfile/live/0009_1.m3u8$订阅源
CCTV-9,http://222.169.85.8:9901/tsfile/live/0009_1.m3u8$订阅源
CCTV-9,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv9$订阅源
CCTV-9,http://61.136.172.236:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-9,http://123.113.189.90:8001/rtp/239.3.1.62:8112$组播源|1920x1080
CCTV-9,http://60.164.128.167:8029/rtp/239.255.30.180:8231$组播源|1920x1080
CCTV-9,http://123.56.129.203:7637/rtp/225.1.8.109:8032$组播源
CCTV-9,http://123.56.129.203:7637/rtp/225.1.8.9:8112$组播源
CCTV-9,http://122.9.151.210:8088/rtp/238.255.2.155:5999$组播源
CCTV-9,http://122.9.151.210:6209/rtp/238.255.2.155:5999$组播源
CCTV-9,http://122.9.151.210:2669/rtp/238.255.2.155:5999$组播源
CCTV-9,http://122.9.151.210:2270/rtp/238.255.2.155:5999$贵州电信组播源
CCTV-9,http://139.196.151.191:7474/rtp/239.45.3.4:5140$上海电信组播源
CCTV-10,http://14.204.21.202:9901/tsfile/live/0010_1.m3u8$订阅源
CCTV-10,http://159.75.85.63:36666/migu/624878405.m3u8?migutoken=e4d81a34facfc3c7268cee61bf21b1bd287bbf58846c5b2570fae783ed9a4f913ed130a0a48c8709e8b202f26ae90d845c0271c5f8cbc73a80d3b165172ac39696f0bdd83239721c654f8ca5eb$订阅源|1920x1080
CCTV-10,http://114.254.87.41:2222/udp/239.3.1.63:8116$订阅源
CCTV-10,http://124.114.103.18:9901/tsfile/live/0010_1.m3u8$订阅源
CCTV-10,http://119.125.134.206:9902/tsfile/live/0010_1.m3u8$订阅源
CCTV-10,http://1.199.235.140:9901/tsfile/live/0010_1.m3u8$订阅源|1920x1080
CCTV-10,http://123.129.70.178:9901/tsfile/live/0010_1.m3u8$订阅源
CCTV-10,http://116.117.104.39:8096/tsfile/live/0010_1.m3u8$订阅源
CCTV-10,http://60.12.183.46:9901/tsfile/live/0010_1.m3u8$订阅源
CCTV-10,http://122.139.141.107:9901/tsfile/live/0010_1.m3u8$订阅源
CCTV-10,http://60.164.128.167:8029/rtp/239.255.30.181:8231$组播源|1920x1080
CCTV-10,http://123.113.189.90:8001/rtp/239.3.1.63:8116$组播源|1920x1080
CCTV-10,http://123.112.19.67:8012/rtp/239.3.1.63:8116$组播源
CCTV-10,http://122.9.151.210:2669/rtp/238.255.2.13:5999$组播源
CCTV-10,http://122.9.151.210:6209/rtp/238.255.2.13:5999$组播源
CCTV-10,http://123.56.129.203:7637/rtp/225.1.8.10:8116$组播源
CCTV-10,http://123.56.129.203:7637/rtp/225.1.8.110:8228$组播源
CCTV-10,http://122.9.151.210:8088/rtp/238.255.2.13:5999$组播源
CCTV-11,https://api.livednow.org/migu/667987558?sign=gAAAAABnJcJq0uxG3wXdtrtqiIBCWRnKBVOa5nG_MrcR-XE_FxKhhSx7qj7d71b67HWtpFnV2yWlbi0DB4eVSBIi6y6ATRTRy-BAzHYzmANZxHCzKfrpNUunkDnLY0q7rIKTNSg3JuHII5wLmoBSDoeTzc8Tt6xXcUd5Hv-oHFU6L8gBAJjtBl6u0vGjL4NCXzTdg5rTNQf-Lx3S3ew-DiWy1XnrFEc26g%3D%3D$订阅源|1920x1080
CCTV-11,http://221.2.148.205:8154/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-11,http://58.48.37.158:1111/tsfile/live/0011_1.m3u8$订阅源
CCTV-11,http://171.104.198.123:8181/tsfile/live/0011_1.m3u8$订阅源
CCTV-11,http://114.243.102.173:8888/udp/239.3.1.152:8120$订阅源|1920x1080
CCTV-11,http://122.139.141.107:9901/tsfile/live/0011_1.m3u8$订阅源
CCTV-11,http://222.241.154.37:9901/tsfile/live/23011_1.m3u8$订阅源
CCTV-11,http://116.9.204.242:9901/tsfile/live/0011_1.m3u8$订阅源
CCTV-11,http://123.129.70.178:9901/tsfile/live/0011_1.m3u8$订阅源
CCTV-11,http://zisong2014.oicp.net:4022/udp/225.1.2.192:5002$订阅源
CCTV-11,http://123.112.19.67:8012/rtp/239.3.1.152:8120$组播源
CCTV-11,http://123.113.189.90:8001/rtp/239.3.1.152:8120$组播源|1920x1080
CCTV-11,http://60.164.128.167:8029/rtp/239.255.30.62:8231$组播源|1920x1080
CCTV-11,http://123.56.129.203:7637/rtp/225.1.8.111:8040$组播源
CCTV-11,http://122.9.151.210:2669/rtp/238.255.2.14:5999$组播源
CCTV-11,http://122.9.151.210:6209/rtp/238.255.2.14:5999$组播源
CCTV-11,http://123.56.129.203:7637/rtp/225.1.8.73:8120$组播源
CCTV-11,http://122.9.151.210:8088/rtp/238.255.2.14:5999$组播源
CCTV-12,http://39.98.201.151:9090/udp/225.1.8.12:8124$订阅源
CCTV-12,http://111.14.181.15:9901/tsfile/live/0012_1.m3u8$订阅源
CCTV-12,http://113.57.93.165:9900/tsfile/live/0012_1.m3u8$订阅源
CCTV-12,http://123.118.159.0:8686/udp/239.3.1.64:8124$订阅源|1920x1080
CCTV-12,http://120.76.248.139/live/bfgd/4200000131.m3u8$订阅源
CCTV-12,http://111.196.12.108:7088/udp/239.3.1.64:8124$订阅源|1920x1080
CCTV-12,http://114.243.102.173:8888/udp/239.3.1.64:8124$订阅源|1920x1080
CCTV-12,http://z.b.bkpcp.top/m.php?id=cctv12$订阅源|1920x1080
CCTV-12,http://116.128.242.83:9901/tsfile/live/0013_1.m3u8$订阅源
CCTV-12,http://124.230.56.119:55555/udp/239.76.253.162:9000$订阅源|1920x1080
CCTV-12,http://123.112.19.67:8012/rtp/239.3.1.64:8124$组播源
CCTV-12,http://60.164.128.167:8029/rtp/239.255.30.182:8231$组播源|1920x1080
CCTV-12,http://123.113.189.90:8001/rtp/239.3.1.64:8124$组播源|1920x1080
CCTV-12,http://123.56.129.203:7637/rtp/225.1.8.112:8232$组播源
CCTV-12,http://123.56.129.203:7637/rtp/225.1.8.12:8124$组播源
CCTV-12,http://122.9.151.210:2669/rtp/238.255.2.15:5999$组播源
CCTV-12,http://122.9.151.210:6209/rtp/238.255.2.15:5999$组播源
CCTV-12,http://122.9.151.210:8088/rtp/238.255.2.15:5999$组播源
CCTV-13,http://114.243.102.150:8888/udp/239.3.1.124:8128$订阅源|1920x1080
CCTV-13,http://ha.xushining.com:50000/udp/225.1.2.193:5002$订阅源|1920x1080
CCTV-13,http://114.254.87.41:2222/udp/239.3.1.124:8128$订阅源
CCTV-13,http://202.100.46.58:9901/tsfile/live/1013_1.m3u8$订阅源
CCTV-13,http://223.13.1.237:9901/tsfile/live/1027_1.m3u8$订阅源|1920x1080
CCTV-13,http://211.101.247.19:6699/api/migu.php?type=hls&url=cctv13$订阅源
CCTV-13,http://60.255.240.247:8090/live/CCTV-xw.m3u8$订阅源
CCTV-13,http://114.254.85.102:8888/udp/239.3.1.124:8128$订阅源|1920x1080
CCTV-13,http://175.173.198.22:9001/udp/232.0.0.15:1234$订阅源|1920x1080
CCTV-13,http://27.41.246.255:9003//hls/16/index.m3u8$订阅源|1920x1080
CCTV-13,http://123.113.189.90:8001/rtp/239.3.1.124:8128$组播源|1920x1080
CCTV-13,http://60.164.128.167:8029/rtp/239.255.29.28:8231$组播源|1920x1080
CCTV-13,http://123.56.129.203:7637/rtp/225.1.1.10:8128$组播源
CCTV-13,http://122.9.151.210:6209/rtp/238.255.2.16:5999$组播源
CCTV-13,http://122.9.151.210:2669/rtp/238.255.2.16:5999$组播源
CCTV-13,http://123.56.129.203:7637/rtp/225.1.8.168:8130$组播源
CCTV-13,http://122.9.151.210:8088/rtp/238.255.2.16:5999$组播源
CCTV-13,http://122.9.151.210:2270/rtp/238.255.2.16:5999$贵州电信组播源
CCTV-13,http://139.196.151.191:7474/rtp/239.45.1.198:5140$上海电信组播源
CCTV-14,http://114.243.102.150:8888/udp/239.3.1.65:8132$订阅源|1920x1080
CCTV-14,http://123.113.189.90:8001/udp/239.3.1.65:8132$订阅源|1920x1080
CCTV-14,http://123.117.237.15:8680/udp/239.3.1.65:8132$订阅源|1920x1080
CCTV-14,http://223.166.234.114:7777/tsfile/live/0014_1.m3u8$订阅源
CCTV-14,http://175.173.198.22:9001/udp/232.0.0.140:1234$订阅源|1920x1080
CCTV-14,http://124.227.113.112:9901/tsfile/live/0015_2.m3u8$订阅源
CCTV-14,http://1b6467f415.iok.la:9931/tsfile/live/1034_1.m3u8$订阅源
CCTV-14,http://39.134.136.161:6610/000000001000/1000000001000021973/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000021973$订阅源
CCTV-14,http://58.17.48.228:808/hls/14/index.m3u8$订阅源
CCTV-14,http://112.102.217.173:9003//hls/27/index.m3u8$订阅源
CCTV-14,http://60.164.128.167:8029/rtp/239.255.30.183:8231$组播源|1920x1080
CCTV-14,http://123.112.19.67:8012/rtp/239.3.1.65:8132$组播源
CCTV-14,http://123.113.189.90:8001/rtp/239.3.1.65:8132$组播源|1920x1080
CCTV-14,http://123.56.129.203:7637/rtp/225.1.8.14:8132$组播源
CCTV-14,http://122.9.151.210:2669/rtp/238.255.2.17:5999$组播源
CCTV-14,http://122.9.151.210:6209/rtp/238.255.2.17:5999$组播源
CCTV-14,http://123.56.129.203:7637/rtp/225.1.8.114:8236$组播源
CCTV-14,http://122.9.151.210:8088/rtp/238.255.2.17:5999$组播源
CCTV-15,http://218.13.170.98:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV-15,http://222.241.154.37:9901/tsfile/live/23015_1.m3u8$订阅源
CCTV-15,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=cctv15$订阅源
CCTV-15,http://120.224.178.16:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV-15,http://116.117.104.39:8096/tsfile/live/0014_2.m3u8$订阅源
CCTV-15,http://112.234.23.155:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV-15,http://116.9.204.242:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV-15,http://119.125.134.206:9902/tsfile/live/0015_1.m3u8$订阅源
CCTV-15,http://113.25.252.226:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV-15,http://124.227.113.114:9901/tsfile/live/0122_1.m3u8$订阅源
CCTV-15,http://123.113.189.90:8001/rtp/239.3.1.153:8136$组播源|1920x1080
CCTV-15,http://60.164.128.167:8029/rtp/239.255.30.68:8231$组播源|1920x1080
CCTV-15,http://123.112.19.67:8012/rtp/239.3.1.153:8136$组播源
CCTV-15,http://122.9.151.210:6209/rtp/238.255.2.18:5999$组播源
CCTV-15,http://123.56.129.203:7637/rtp/225.1.8.115:8052$组播源
CCTV-15,http://122.9.151.210:8088/rtp/238.255.2.18:5999$组播源
CCTV-15,http://123.56.129.203:7637/rtp/225.1.8.74:8136$组播源
CCTV-15,http://122.9.151.210:2669/rtp/238.255.2.18:5999$组播源
CCTV-16,http://124.230.56.119:55555/udp/239.76.253.98:9000$订阅源|1920x1080
CCTV-16,http://114.243.102.150:8888/udp/239.3.1.184:8001$订阅源|1920x1080
CCTV-16,http://114.243.102.173:8888/udp/239.3.1.183:8001$订阅源|1920x1080
CCTV-16,http://175.146.122.104:8888/udp/232.0.0.182:1234$订阅源|1920x1080
CCTV-16,http://123.113.187.204:8000/udp/239.3.1.183:8001$订阅源|1920x1080
CCTV-16,https://fmbox.cc/公众号玉玉软件库/tv/yc.php?id=cctv16-2$订阅源
CCTV-16,http://163.177.122.17:9901/tsfile/live/1035_1.m3u8$订阅源
CCTV-16,http://123.113.237.160:8888/udp/239.3.1.183:8001$订阅源|1920x1080
CCTV-16,http://39.134.136.161:6610/000000001000/5000000008000023254/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000008000023254$订阅源
CCTV-16,http://111.160.17.2:59901/tsfile/live/0001_17.m3u8$订阅源
CCTV-16,http://60.164.128.167:8029/rtp/239.255.30.88:8231$组播源|1920x1080
CCTV-16,http://123.113.189.90:8001/rtp/239.3.1.184:8001$组播源|1920x1080
CCTV-16,http://123.113.189.90:8001/rtp/239.3.1.183:8001$组播源|1920x1080
CCTV-16,http://122.9.151.210:2669/rtp/238.255.2.219:5999$组播源
CCTV-16,http://122.9.151.210:6209/rtp/238.255.2.219:5999$组播源
CCTV-16,http://122.9.151.210:8088/rtp/238.255.2.219:5999$组播源
CCTV-16,http://122.9.151.210:2270/rtp/238.255.2.219:5999$贵州电信组播源
CCTV-16,http://122.9.151.210:1583/rtp/238.255.2.219:5999$贵州电信组播源
CCTV-17,http://124.230.56.27:55555/udp/239.76.245.238:1234$订阅源
